profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P04370,Former skeptics,,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,21,2005,liberal,2,middle class,south,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P04371,Former skeptics,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,60,1966,conservative,2,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,,yes,
P04372,Former skeptics,,Male,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,21,2005,conservative,5,upper class,west,,protestant,,yes,only some
P04373,Former skeptics,,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,29,1997,"moderate, middle of the road",4,working class,midwest,"other rural (counties having no towns of 10,000 or more)",none,no religion,no,
P04374,Former skeptics,,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,30,1996,"moderate, middle of the road",6,working class,midwest,,protestant,,no,a great deal
P04375,Former skeptics,,Female,60+,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,67,1959,slightly liberal,2,middle class,midwest,central city of the remainder of the 100 largest smsas,protestant,,,
P04376,Former skeptics,,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,23,2003,conservative,6,middle class,midwest,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P04377,Former skeptics,,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,56,1970,conservative,2,middle class,west,,protestant,,no,hardly any
P04378,Former skeptics,,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,49,1977,slightly conservative,2,middle class,northeast,,protestant,,no,
P04379,Former skeptics,,Male,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,25,2001,liberal,2,working class,midwest,central city of the remainder of the 100 largest smsas,catholic,strong,no,a great deal
P04380,Former skeptics,,Male,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,45,1981,slightly liberal,4,middle class,midwest,suburbs of the remaining 100 largest smsas,none,,yes,
P04381,Former skeptics,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,67,1959,liberal,2,working class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P04382,Former skeptics,,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,37,1989,slightly liberal,2,middle class,south,,protestant,,yes,only some
P04383,Former skeptics,,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,26,2000,liberal,3,middle class,south,suburbs of 12 largest smsas,none,,no,
P04384,Former skeptics,,Female,30-44,Black / African American,Bachelor's degree,"$100,000 to $167,999",Independent,34,1992,liberal,1,middle class,west,suburbs of 12 largest smsas,none,no religion,yes,
P04385,Former skeptics,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,63,1963,slightly liberal,2,middle class,west,central city of 12 largest smsas,catholic,not very strong,no,a great deal
P04386,Former skeptics,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,25,2001,"moderate, middle of the road",4,working class,west,"other urban (counties having towns of 10,000 or more)",none,no religion,no,a great deal
P04387,Former skeptics,,Female,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,63,1963,liberal,2,middle class,west,central city of the remainder of the 100 largest smsas,none,,yes,a great deal
P04388,Former skeptics,,Female,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,44,1982,slightly liberal,1,working class,west,suburbs of the remaining 100 largest smsas,other,strong,no,
P04389,Former skeptics,,Male,30-44,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,30,1996,liberal,4,working class,northeast,central city of 12 largest smsas,hinduism,,,
P04390,Former skeptics,,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,29,1997,"moderate, middle of the road",3,working class,west,"other urban (counties having towns of 10,000 or more)",none,,no,only some
P04391,Former skeptics,,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,26,2000,"moderate, middle of the road",6,lower class,west,suburbs of the remaining 100 largest smsas,catholic,,no,a great deal
P04392,Former skeptics,,Male,18-29,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,19,2007,"moderate, middle of the road",3,middle class,midwest,central city of the remainder of the 100 largest smsas,protestant,strong,no,a great deal
P04393,Former skeptics,,Female,45-59,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,49,1977,liberal,3,lower class,south,,none,,no,a great deal
P04394,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,77,1949,conservative,2,middle class,midwest,,protestant,not very strong,no,only some
P04395,Former skeptics,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,29,1997,conservative,4,working class,midwest,"other rural (counties having no towns of 10,000 or more)",protestant,not very strong,yes,only some
P04396,Former skeptics,,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,65,1961,liberal,1,middle class,northeast,suburbs of 12 largest smsas,catholic,,,
P04397,Former skeptics,,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,49,1977,conservative,2,working class,south,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,yes,
P04398,Former skeptics,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,32,1994,conservative,4,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,not very strong,no,only some
P04399,Former skeptics,,Female,45-59,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Independent,56,1970,slightly conservative,2,middle class,west,,none,,no,only some
P04400,Former skeptics,,Female,60+,Asian / Asian American,Bachelor's degree,"Less than $30,000",Independent,62,1964,slightly liberal,2,working class,west,,none,,yes,only some
P04401,Former skeptics,,Female,45-59,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,57,1969,"moderate, middle of the road",3,working class,south,"other urban (counties having towns of 10,000 or more)",none,no religion,yes,only some
P04402,Former skeptics,,Male,60+,Other,Some college or Associate's degree,"Less than $30,000",Independent,68,1958,"moderate, middle of the road",1,working class,midwest,central city of 12 largest smsas,protestant,,no,only some
P04403,Former skeptics,,Female,45-59,Other,Bachelor's degree,"$30,000 to $55,999",Independent,49,1977,"moderate, middle of the road",2,working class,midwest,,native american,,no,
P04404,Former skeptics,,Female,30-44,Other,High school diploma / GED,"Less than $30,000",Independent,31,1995,"moderate, middle of the road",6,lower class,south,,protestant,strong,yes,
P04405,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,80,1946,conservative,2,middle class,west,central city of the remainder of the 100 largest smsas,none,,no,a great deal
P04406,Former skeptics,,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,32,1994,extremely conservative,2,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,hardly any
P04407,Former skeptics,,Male,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Independent,36,1990,"moderate, middle of the road",2,middle class,northeast,central city of 12 largest smsas,protestant,somewhat strong (vol.),yes,
P04408,Former skeptics,,Female,45-59,Hispanic / Latino,Less than high school,"$168,000 or more",Democrat,48,1978,"moderate, middle of the road",4,upper class,south,,protestant,strong,yes,only some
P04409,Former skeptics,,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,43,1983,"moderate, middle of the road",5,working class,south,suburbs of the remaining 100 largest smsas,catholic,,,
P04410,Former skeptics,,Female,18-29,Asian / Asian American,High school diploma / GED,"Less than $30,000",Democrat,21,2005,liberal,4,middle class,west,suburbs of 12 largest smsas,protestant,not very strong,no,
P04411,Former skeptics,,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,42,1984,liberal,2,middle class,west,,catholic,,no,
P04412,Former skeptics,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,68,1958,liberal,2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,no,only some
P04413,Former skeptics,,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,32,1994,extremely liberal,3,lower class,northeast,,none,,no,
P04414,Former skeptics,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,49,1977,slightly conservative,4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",catholic,,no,a great deal
P04415,Former skeptics,,Female,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,70,1956,"moderate, middle of the road",1,middle class,south,central city of the remainder of the 100 largest smsas,protestant,,no,only some
P04416,Former skeptics,,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,1987,"moderate, middle of the road",2,working class,south,,protestant,,no,only some
P04417,Former skeptics,,Male,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,19,2007,slightly liberal,4,middle class,west,suburbs of 12 largest smsas,catholic,not very strong,no,
P04418,Former skeptics,,Female,45-59,Hispanic / Latino,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,46,1980,liberal,3,lower class,west,suburbs of 12 largest smsas,protestant,strong,no,
P04419,Former skeptics,,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,82,1944,conservative,1,middle class,south,,catholic,strong,no,only some
P04420,Former skeptics,,Female,60+,Black / African American,Less than high school,"$30,000 to $55,999",Independent,60,1966,"moderate, middle of the road",3,working class,midwest,"other urban (counties having towns of 10,000 or more)",muslim/islam,,no,a great deal
P04421,Former skeptics,,Male,45-59,Hispanic / Latino,Less than high school,"Less than $30,000",Republican,55,1971,conservative,3,upper class,south,,catholic,strong,yes,
P04422,Former skeptics,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,75,1951,extremely conservative,2,middle class,south,,protestant,not very strong,no,
P04423,Former skeptics,,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,25,2001,slightly conservative,2,middle class,midwest,,catholic,,yes,only some
P04424,Former skeptics,,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Independent,47,1979,"moderate, middle of the road",2,lower class,south,,none,,no,hardly any
P04425,Former skeptics,,Female,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,57,1969,liberal,1,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P04426,Former skeptics,,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,50,1976,"moderate, middle of the road",4,middle class,northeast,central city of 12 largest smsas,catholic,,no,only some
P04427,Former skeptics,,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,39,1987,slightly liberal,3,middle class,south,central city of the remainder of the 100 largest smsas,catholic,,no,a great deal
P04428,Former skeptics,,Female,45-59,Hispanic / Latino,Less than high school,"$168,000 or more",Democrat,48,1978,"moderate, middle of the road",4,upper class,south,,protestant,strong,yes,only some
P04429,Former skeptics,,Male,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,67,1959,slightly conservative,2,middle class,south,suburbs of 12 largest smsas,hinduism,,no,a great deal
P04430,Former skeptics,,Male,30-44,Other,Some college or Associate's degree,"$56,000 to $99,999",Independent,35,1991,"moderate, middle of the road",2,working class,midwest,,christian,,yes,only some
P04431,Former skeptics,,Female,60+,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,69,1957,"moderate, middle of the road",2,middle class,west,,none,,no,only some
P04432,Former skeptics,,Male,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Independent,36,1990,slightly conservative,2,middle class,west,central city of 12 largest smsas,none,,no,hardly any
P04433,Former skeptics,,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,38,1988,conservative,2,working class,northeast,suburbs of the remaining 100 largest smsas,protestant,not very strong,yes,
P04434,Former skeptics,,Female,45-59,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,59,1967,"moderate, middle of the road",2,working class,south,,catholic,somewhat strong (vol.),,
P04435,Former skeptics,,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,27,1999,"moderate, middle of the road",2,working class,south,"other rural (counties having no towns of 10,000 or more)",none,no religion,no,only some
P04436,Former skeptics,,Female,30-44,White / Caucasian,Less than high school,"Less than $30,000",Other,42,1984,extremely liberal,4,lower class,south,"other urban (counties having towns of 10,000 or more)",christian,,yes,a great deal
P04437,Former skeptics,,Female,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,31,1995,liberal,2,lower class,northeast,,muslim/islam,not very strong,yes,
P04438,Former skeptics,,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,22,2004,slightly liberal,3,middle class,south,"other urban (counties having towns of 10,000 or more)",none,,no,a great deal
P04439,Former skeptics,,Female,60+,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,61,1965,slightly liberal,2,working class,south,,protestant,strong,yes,hardly any
P04440,Former skeptics,,Female,45-59,Black / African American,Less than high school,"$30,000 to $55,999",Democrat,45,1981,"moderate, middle of the road",3,working class,midwest,suburbs of the remaining 100 largest smsas,protestant,,yes,only some
P04441,Former skeptics,,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,30,1996,slightly conservative,4,working class,northeast,suburbs of the remaining 100 largest smsas,none,,no,only some
P04442,Former skeptics,,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,63,1963,"moderate, middle of the road",2,working class,northeast,suburbs of the remaining 100 largest smsas,catholic,strong,no,a great deal
P04443,Former skeptics,,Male,18-29,Black / African American,High school diploma / GED,"Less than $30,000",Independent,18,2008,"moderate, middle of the road",2,lower class,west,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P04444,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other,60,1966,extremely conservative,2,middle class,midwest,suburbs of 12 largest smsas,none,no religion,no,a great deal
P04445,Former skeptics,,Female,18-29,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,24,2002,liberal,1,middle class,south,,none,,no,
P04446,Former skeptics,,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,29,1997,slightly liberal,5,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,,no,only some
P04447,Former skeptics,,Female,60+,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,69,1957,slightly conservative,2,middle class,south,suburbs of 12 largest smsas,protestant,strong,yes,only some
P04448,Former skeptics,,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,49,1977,slightly conservative,1,middle class,northeast,suburbs of the remaining 100 largest smsas,catholic,,no,a great deal
P04449,Former skeptics,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,54,1972,slightly conservative,2,middle class,west,central city of the remainder of the 100 largest smsas,catholic,,no,only some
P04450,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Other,61,1965,"moderate, middle of the road",4,working class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P04451,Former skeptics,,Male,45-59,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,57,1969,conservative,2,working class,south,suburbs of the remaining 100 largest smsas,protestant,strong,,a great deal
P04452,Former skeptics,,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,37,1989,conservative,5,middle class,south,suburbs of the remaining 100 largest smsas,protestant,,,
P04453,Former skeptics,,Male,18-29,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Democrat,19,2007,slightly liberal,3,working class,south,suburbs of 12 largest smsas,protestant,,yes,a great deal
P04454,Former skeptics,,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,78,1948,"moderate, middle of the road",2,middle class,west,,protestant,,yes,a great deal
P04455,Former skeptics,,Female,60+,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,73,1953,"moderate, middle of the road",2,middle class,south,,none,no religion,yes,
P04456,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Democrat,80,1946,slightly conservative,2,middle class,northeast,,catholic,not very strong,no,only some
P04457,Former skeptics,,Male,30-44,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Independent,44,1982,"moderate, middle of the road",2,upper class,south,central city of 12 largest smsas,protestant,,yes,
P04458,Former skeptics,,Female,60+,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,61,1965,"moderate, middle of the road",2,working class,south,,protestant,,no,
P04459,Former skeptics,,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,51,1975,slightly conservative,4,upper class,northeast,suburbs of the remaining 100 largest smsas,none,,,
P04460,Former skeptics,,Female,60+,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,72,1954,"moderate, middle of the road",2,working class,west,central city of 12 largest smsas,catholic,,no,a great deal
P04461,Former skeptics,,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Other,19,2007,extremely liberal,3,upper class,west,central city of 12 largest smsas,none,,no,a great deal
P04462,Former skeptics,,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,60,1966,conservative,7,working class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,,
P04463,Former skeptics,,Male,60+,Black / African American,Bachelor's degree,"$100,000 to $167,999",Democrat,60,1966,slightly liberal,2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,only some
P04464,Former skeptics,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,80,1946,"moderate, middle of the road",2,middle class,south,,protestant,strong,no,only some
P04465,Former skeptics,,Female,45-59,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,48,1978,"moderate, middle of the road",2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,
P04466,Former skeptics,,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,20,2006,liberal,4,middle class,south,"other rural (counties having no towns of 10,000 or more)",none,,no,a great deal
P04467,Former skeptics,,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,70,1956,"moderate, middle of the road",2,lower class,south,central city of the remainder of the 100 largest smsas,protestant,not very strong,yes,
P04468,Former skeptics,,Male,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,29,1997,slightly liberal,2,working class,midwest,suburbs of 12 largest smsas,none,,,
P04469,Former skeptics,,Female,45-59,Asian / Asian American,Bachelor's degree,"$100,000 to $167,999",Independent,53,1973,conservative,3,working class,south,central city of the remainder of the 100 largest smsas,protestant,,,
P04470,Former skeptics,,Male,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,64,1962,"moderate, middle of the road",2,middle class,midwest,central city of the remainder of the 100 largest smsas,protestant,strong,no,a great deal
P04471,Former skeptics,,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$56,000 to $99,999",Democrat,75,1951,liberal,1,middle class,west,suburbs of the remaining 100 largest smsas,protestant,,no,a great deal
P04472,Former skeptics,,Female,18-29,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,26,2000,extremely liberal,2,working class,northeast,"other urban (counties having towns of 10,000 or more)",none,no religion,no,a great deal
P04473,Former skeptics,,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Other,65,1961,conservative,2,working class,west,central city of the remainder of the 100 largest smsas,christian,,yes,only some
P04474,Former skeptics,,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,25,2001,liberal,2,upper class,south,central city of 12 largest smsas,none,,no,a great deal
P04475,Former skeptics,,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,51,1975,slightly liberal,2,middle class,northeast,"other urban (counties having towns of 10,000 or more)",none,no religion,no,a great deal
P04476,Former skeptics,,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,46,1980,"moderate, middle of the road",3,working class,midwest,suburbs of the remaining 100 largest smsas,protestant,somewhat strong (vol.),yes,a great deal
P04477,Former skeptics,,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,19,2007,liberal,3,middle class,south,,none,,no,
P04478,Former skeptics,,Male,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,60,1966,"moderate, middle of the road",2,working class,midwest,,catholic,strong,yes,
P04479,Former skeptics,,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,36,1990,slightly conservative,2,middle class,midwest,,protestant,,no,a great deal
P04480,Former skeptics,,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,44,1982,"moderate, middle of the road",5,middle class,south,suburbs of the remaining 100 largest smsas,none,,,
P04481,Former skeptics,,Female,30-44,Hispanic / Latino,Bachelor's degree,"$168,000 or more",Democrat,37,1989,"moderate, middle of the road",3,working class,west,,catholic,,no,
P04482,Former skeptics,,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,54,1972,conservative,3,lower class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,no,a great deal
P04483,Former skeptics,,Female,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,61,1965,slightly conservative,2,working class,northeast,,protestant,,no,
P04484,Former skeptics,,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,66,1960,slightly conservative,2,middle class,south,"other rural (counties having no towns of 10,000 or more)",protestant,not very strong,yes,a great deal
P04485,Former skeptics,,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,89,1937,"moderate, middle of the road",1,working class,northeast,suburbs of the remaining 100 largest smsas,protestant,,no,a great deal
P04486,Former skeptics,,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,46,1980,slightly liberal,2,middle class,northeast,suburbs of 12 largest smsas,none,no religion,no,only some
P04487,Former skeptics,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,75,1951,conservative,1,middle class,northeast,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,only some
P04488,Former skeptics,,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Other,55,1971,conservative,5,middle class,northeast,suburbs of 12 largest smsas,catholic,,no,only some
P04489,Former skeptics,,Male,45-59,Hispanic / Latino,Less than high school,"$100,000 to $167,999",Republican,48,1978,conservative,3,working class,northeast,,catholic,,no,only some
P04490,Former skeptics,,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,38,1988,"moderate, middle of the road",2,working class,midwest,,protestant,not very strong,no,
P04491,Former skeptics,,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,45,1981,slightly conservative,3,middle class,midwest,,none,,no,only some
P04492,Former skeptics,,Male,18-29,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,27,1999,"moderate, middle of the road",2,working class,south,,none,,no,
P04493,Former skeptics,,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,59,1967,conservative,3,working class,northeast,"other rural (counties having no towns of 10,000 or more)",catholic,,no,only some
P04494,Former skeptics,,Female,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,62,1964,liberal,4,lower class,midwest,suburbs of the remaining 100 largest smsas,catholic,strong,no,a great deal
P04495,Former skeptics,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,68,1958,slightly liberal,2,working class,south,,protestant,not very strong,no,
P04496,Former skeptics,,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,26,2000,liberal,5,middle class,northeast,suburbs of 12 largest smsas,orthodox-christian,,no,a great deal
P04497,Former skeptics,,Other,60+,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Independent,77,1949,"moderate, middle of the road",5,middle class,west,central city of the remainder of the 100 largest smsas,catholic,,no,only some
P04498,Former skeptics,,Female,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,62,1964,liberal,4,lower class,midwest,suburbs of the remaining 100 largest smsas,catholic,strong,no,a great deal
P04499,Former skeptics,,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,52,1974,"moderate, middle of the road",4,upper class,south,suburbs of 12 largest smsas,protestant,,no,a great deal
P04500,Former skeptics,,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,61,1965,"moderate, middle of the road",2,working class,west,,none,,no,a great deal
P04501,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,30,1996,"moderate, middle of the road",4,working class,midwest,"other urban (counties having towns of 10,000 or more)",other,strong,no,only some
P04502,High public trust,,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,25,2001,slightly liberal,2,working class,west,"other urban (counties having towns of 10,000 or more)",catholic,strong,yes,only some
P04503,High public trust,,Female,60+,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Republican,62,1964,"moderate, middle of the road",2,middle class,west,central city of the remainder of the 100 largest smsas,protestant,strong,yes,
P04504,High public trust,,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,20,2006,"moderate, middle of the road",2,working class,south,suburbs of the remaining 100 largest smsas,none,no religion,no,a great deal
P04505,High public trust,,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,21,2005,liberal,4,upper class,south,central city of the remainder of the 100 largest smsas,protestant,,,
P04506,High public trust,,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,77,1949,slightly conservative,2,working class,northeast,suburbs of 12 largest smsas,protestant,,yes,only some
P04507,High public trust,,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,27,1999,conservative,3,upper class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,somewhat strong (vol.),no,only some
P04508,High public trust,,Male,30-44,Other,Some college or Associate's degree,"Less than $30,000",Independent,30,1996,slightly liberal,1,lower class,west,"other rural (counties having no towns of 10,000 or more)",none,,no,a great deal
P04509,High public trust,,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,22,2004,liberal,5,working class,midwest,suburbs of the remaining 100 largest smsas,protestant,not very strong,no,a great deal
P04510,High public trust,,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,73,1953,liberal,1,working class,south,suburbs of the remaining 100 largest smsas,catholic,,no,a great deal
P04511,High public trust,,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,48,1978,conservative,4,middle class,south,,protestant,,no,hardly any
P04512,High public trust,,Male,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,35,1991,"moderate, middle of the road",2,working class,south,,protestant,strong,yes,only some
P04513,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,44,1982,slightly liberal,2,middle class,midwest,suburbs of 12 largest smsas,protestant,not very strong,no,only some
P04514,High public trust,,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,62,1964,slightly liberal,2,working class,northeast,suburbs of the remaining 100 largest smsas,catholic,not very strong,no,only some
